Accepted_Latin_Name,Common,Created_By,Family,Genus,Latin_Name,Order,PLANTS_Code,Rank_Name,Species,Subspecies,Synonym,Updated_By,ACAD_ED,Accepted_Found,Aquatic,Exotic,Fern_Ally,Graminoid,Herbaceous,Moss_Lichen,Shrub,Tree,TSN,TSN_Accepted,Vine,CoC_ME_ACAD,Created_Date,Updated_Date,Invasive,Author,Canopy_Exclusion,Favorites,Protected_species,Coef_wetness
Lycopus uniflorus,northern bugleweed,NA,Lamiaceae,Lycopus,Lycopus uniflorus,Lamiales,LYUN,Species,uniflorus,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,32257,32257,FALSE,3,6/14/2012,6/14/2012,FALSE,Michx.,FALSE,FALSE,FALSE,-5
Lycopus virginicus,virginia water horehound,NA,Lamiaceae,Lycopus,Lycopus virginicus,Lamiales,LYVI4,Species,virginicus,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,32255,32255,FALSE,5,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-5
Lysimachia ciliata,fringed loosestrife,NA,Primulaceae,Lysimachia,Lysimachia ciliata,Ericales,LYCI,Species,ciliata,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,23984,23984,FALSE,5,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-3
Lysimachia nummularia,creeping jenny,NA,Primulaceae,Lysimachia,Lysimachia nummularia,Ericales,LYNU,Species,nummularia,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,23993,23993,FALSE,0,6/14/2012,6/14/2012,TRUE,L.,FALSE,FALSE,FALSE,-3
Lysimachia quadrifolia,whorled loosestrife,NA,Primulaceae,Lysimachia,Lysimachia quadrifolia,Ericales,LYQU2,Species,quadrifolia,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,23997,23997,FALSE,4,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,3
Lysimachia terrestris,earth loosestrife,NA,Primulaceae,Lysimachia,Lysimachia terrestris,Ericales,LYTE2,Species,terrestris,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,23985,23985,FALSE,3,6/14/2012,6/14/2012,FALSE,"""(L.) Britton",FALSE,FALSE,FALSE,-5
Lysimachia thyrsiflora,swamp loosestrife,NA,Primulaceae,Lysimachia,Lysimachia thyrsiflora,Ericales,LYTH2,Species,thyrsiflora,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,24000,24000,FALSE,6,8/8/2024 9:35,8/8/2024 9:35,FALSE,L.,FALSE,FALSE,FALSE,-5
Lythrum salicaria,purple loosestrife,NA,Lythraceae,Lythrum,Lythrum salicaria,Myrtales,LYSA2,Species,salicaria,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,27079,27079,FALSE,0,6/14/2012,6/14/2012,TRUE,L.,FALSE,FALSE,FALSE,-5
Maianthemum canadense,Canada mayflower,NA,Asparagaceae,Maianthemum,Maianthemum canadense,Asparagales,MACA4,Species,canadense,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,503653,503653,FALSE,3,6/14/2012,6/14/2012,FALSE,Desf.,FALSE,TRUE,FALSE,3
Maianthemum racemosum,feathery false lily of the valley,NA,Asparagaceae,Maianthemum,Maianthemum racemosum,Asparagales,MARA7,Species,racemosum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,503655,503655,FALSE,5,6/14/2012,6/14/2012,FALSE,(L.) Link,FALSE,TRUE,FALSE,3
Maianthemum trifolium,threeleaf false lily of the valley,NA,Asparagaceae,Maianthemum,Maianthemum trifolium,Asparagales,MATR4,Species,trifolium,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,503657,503657,FALSE,7,6/14/2012,6/14/2012,FALSE,(L.) Sloboda,FALSE,FALSE,FALSE,-5
Malaxis unifolia,green addesmouth orchid,NA,Orchidaceae,Malaxis,Malaxis unifolia,Aspergales,MAUN,Species,unifolia,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,43647,43647,FALSE,5,8/1/2018,8/1/2018,FALSE,Michx.,FALSE,FALSE,TRUE,0
Malus,apple,NA,Rosaceae,Malus,Malus,Rosales,MALUS,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25254,25254,FALSE,0,3/28/2014,3/28/2014,FALSE,Mill.,FALSE,FALSE,FALSE,NA
Matteuccia struthiopteris,ostrich fern,NA,Onocleaceae,Matteuccia,Matteuccia struthiopteris,Polypodiales,MAST,Species,struthiopteris,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17596,17596,FALSE,5,6/14/2012,10/21/2013,FALSE,(L.) Tod.,FALSE,FALSE,FALSE,0
Medeola virginiana,Indian cucumber,NA,Liliaceae,Medeola,Medeola virginiana,Liliales,MEVI,Species,virginiana,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,42963,42963,FALSE,5,6/14/2012,6/14/2012,FALSE,L.,FALSE,TRUE,FALSE,3
Melampyrum lineare,narrowleaf cowwheat,NA,Orobanchaceae,Melampyrum,Melampyrum lineare,Lamiales,MELI2,Species,lineare,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,33651,33651,FALSE,6,6/14/2012,6/14/2012,FALSE,Desr.,FALSE,FALSE,FALSE,3
Mentha arvensis,wild mint,NA,Lamiaceae,Mentha,Mentha arvensis,Lamiales,MEAR4,Species,arvensis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,565302,565302,FALSE,0,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-3
Micranthes virginiensis,early saxifrage,NA,Saxifragaceae,Micranthes,Micranthes virginiensis,Saxifragales,MIVI7,Species,virginiensis,NA,Saxifraga virginiensis,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,517102,517102,FALSE,7,10/22/2013,10/22/2013,FALSE,(Michx.) Small,FALSE,FALSE,FALSE,3
Mitchella repens,partridgeberry,NA,Rubiaceae,Mitchella,Mitchella repens,Gentianales,MIRE,Species,repens,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,35063,35063,FALSE,5,6/14/2012,6/14/2012,FALSE,L.,FALSE,TRUE,FALSE,3
Monotropa uniflora,Indianpipe,NA,Ericaceae,Monotropa,Monotropa uniflora,Ericales,MOUN3,Species,uniflora,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,23778,23778,FALSE,6,6/14/2012,6/14/2012,FALSE,L.,FALSE,TRUE,FALSE,3
Morella pensylvanica,northern bayberry,NA,Myricaceae,Morella,Morella pensylvanica,Fagales,MOPE6,Species,pensylvanica,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,507904,507904,FALSE,4,6/14/2012,6/14/2012,FALSE,(Mirb.) Kartesz,FALSE,FALSE,FALSE,0
Muhlenbergia,muhly,NA,Poaceae,Muhlenbergia,Muhlenbergia,Poales,MUHLE,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41883,41883,FALSE,4,6/14/2012,10/21/2013,FALSE,Schreb.,FALSE,FALSE,FALSE,NA
Muhlenbergia schreberi,nimblewill,NA,Poaceae,Muhlenbergia,Muhlenbergia schreberi,Poales,MUSC,Species,schreberi,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41939,41939,FALSE,2,6/14/2012,10/21/2013,FALSE,J.F. Gmel.,FALSE,FALSE,FALSE,0
Muhlenbergia uniflora,bog muhly,NA,Poaceae,Muhlenbergia,Muhlenbergia uniflora,Poales,MUUN,Species,uniflora,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41946,41946,FALSE,4,6/14/2012,10/21/2013,FALSE,(Muhl.) Fernald,FALSE,FALSE,FALSE,-5
Myrica gale,sweetgale,NA,Myricaceae,Myrica,Myrica gale,Fagales,MYGA,Species,gale,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,19265,19265,FALSE,5,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-5
Nasturtium officinale,watercress,NA,Brassicaceae,Nasturtium,Nasturtium officinale,Brassicales,NAOF,Species,officinale,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,23255,23255,FALSE,0,10/22/2013,10/22/2013,FALSE,W.T. Aiton,FALSE,FALSE,FALSE,-5
Nuphar variegata,spatterdock,NA,Nymphaceae,Nyphar,Nuphar variegata,Nymphaeales,NUVA2,Species,variegata,NA,Nuphar lutea ssp. variegata,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,517583,517583,FALSE,4,3/28/2014,3/28/2014,FALSE,Durand,FALSE,FALSE,FALSE,-5
Nuttallanthus canadensis,Canada toadflax,NA,Plantaginaceae,Nuttallanthus,Nuttallanthus canadensis,Lamiales,NUCA,Species,canadensis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,503969,503969,FALSE,2,6/14/2012,6/14/2012,FALSE,(L.) D.A. Sutton,FALSE,FALSE,FALSE,0
Nymphaea odorata,American waterlily,NA,Nymphaeaceae,Nymphaea,Nymphaea odorata,Nymphaeles,NYOD,Species,odorata,NA,Nymphaea odorata ssp. odorata,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18384,18384,FALSE,5,3/28/2014,3/28/2014,FALSE,Aiton,FALSE,FALSE,FALSE,-5
Oclemena acuminata,whorled wood aster,NA,Asteraceae,Oclemena,Oclemena acuminata,Asterales,OCAC,Species,acuminata,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,507627,507627,FALSE,4,6/14/2012,6/14/2012,FALSE,(Michx.) Greene,FALSE,FALSE,FALSE,3
Oclemena nemoralis,bog aster,{8330C84C-E3CB-45E0-99A3-133519C3A7AD},Asteraceae,Oclemena,Oclemena nemoralis,Asterales,OCNE2,Species,nemoralis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,507629,507629,FALSE,8,10/17/2011,10/17/2011,FALSE,(Aiton) Greene,FALSE,FALSE,FALSE,-5
Oclemena X blakei,Blake's aster,NA,Asteraceae,Oclemena,Oclemena X blakei,Asterales,OCBL,Species,X,blakei,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,507628,507628,FALSE,6,6/14/2012,6/14/2012,FALSE,(Porter) G.L. Nesom,FALSE,FALSE,FALSE,NA
Oenothera biennis,common evening-primrose,NA,Onagraceae,Oenothera,Oenothera biennis,Myrtales,OEBI,Species,biennis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,27368,27368,FALSE,2,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,3
Oenothera perennis,little evening-primrose,NA,Onagraceae,Oenothera,Oenothera perennis,Myrtales,OEPE,Species,perennis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,27372,27372,FALSE,2,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,0
Onoclea sensibilis,sensitive fern,NA,Onocleaceae,Onoclea,Onoclea sensibilis,Polypodiales,ONSE,Species,sensibilis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17637,17637,FALSE,3,6/14/2012,10/21/2013,FALSE,L.,FALSE,FALSE,FALSE,-3
Oryzopsis asperifolia,roughleaf ricegrass,NA,Poaceae,Oryzopsis,Oryzopsis asperifolia,Poales,ORAS,Species,asperifolia,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41979,41979,FALSE,6,6/14/2012,10/21/2013,FALSE,Michx.,FALSE,FALSE,FALSE,0
Osmunda claytoniana,interrupted fern,NA,Osmundaceae,Osmunda,Osmunda claytoniana,Osmundales,OSCL2,Species,claytoniana,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17220,17220,FALSE,4,6/14/2012,10/21/2013,FALSE,L.,FALSE,TRUE,FALSE,0
Osmunda regalis,royal fern,NA,Osmundaceae,Osmunda,Osmunda regalis,Osmundales,OSRE,Species,regalis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17218,17218,FALSE,6,6/14/2012,10/21/2013,FALSE,L.,FALSE,TRUE,FALSE,0
Osmundastrum cinnamomea,cinnamon fern,NA,Osmundacea,Osmundastrum,Osmundastrum cinnamomea,Osmundales,OSCI2,Species,cinnamomea,NA,Osmunda cinnamomea,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,897944,897944,FALSE,4,3/29/2016,3/29/2016,FALSE,(L.) C. Presl,FALSE,TRUE,FALSE,-3
Ostrya virginiana,eastern hophornbeam,NA,Betulaceae,Ostrya,Ostrya virginiana,Fagales,OSVI,Species,virginiana,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,19511,19511,FALSE,6,6/14/2012,6/14/2012,FALSE,(Mill.) K. Koch,TRUE,FALSE,FALSE,3
Oxalis corniculata,creeping woodsorrel,NA,Oxalidaceae,Oxalis,Oxalis corniculata,Oxalidales,OXCO,Species,corniculata,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,29067,29067,FALSE,0,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,3
Oxalis montana,mountain woodsorrel,NA,Oxalidaceae,Oxalis,Oxalis montana,Oxalidales,OXMO,Species,montana,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,29090,29090,FALSE,6,6/14/2012,6/14/2012,FALSE,Raf.,FALSE,FALSE,FALSE,3
Oxalis stricta,common yellow oxalis,NA,Oxalidaceae,Oxalis,Oxalis stricta,Oxalidales,OXST,Species,stricta,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,29095,29095,FALSE,2,6/14/2012,6/14/2012,FALSE,L.,FALSE,TRUE,FALSE,NA
Panicum,low panicum sp,NA,Poaceae,Panicum,Panicum,Poales,PANIC,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40901,40901,FALSE,1.5,6/14/2012,10/21/2013,FALSE,L.,FALSE,FALSE,FALSE,NA
Panicum dichotomiflorum,fall panicgrass,NA,Poaceae,Panicum,Panicum dichotomiflorum,Poales,PADI,Species,dichotomiflorum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40908,40908,FALSE,1,6/14/2012,10/21/2013,FALSE,Michx.,FALSE,FALSE,FALSE,NA
Parthenocissus quinquefolia,Virginia creeper,NA,Vitaceae,Parthenocissus,Parthenocissus quinquefolia,Vitales,PAQU2,Species,quinquefolia,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28602,28602,TRUE,3,6/14/2012,6/14/2012,FALSE,(L.) Planch.,FALSE,TRUE,FALSE,3
Persicaria,smartweed,{8330C84C-E3CB-45E0-99A3-133519C3A7AD},Polygonaceae,Persicaria,Persicaria,Caryophyllales,PERSI,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,823756,823756,FALSE,2.6,10/10/2012,10/10/2012,FALSE,(L.) Mill.,FALSE,FALSE,FALSE,NA
Persicaria amphibia,water knotweed,NA,Polygonaceae,Persicaria,Persicaria amphibia,Caryophyllales,PEAM8,Species,amphibia,NA,Polygonum amphibium,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,823854,823854,FALSE,5,3/29/2016,3/29/2016,FALSE,(L.) Delarbre,FALSE,FALSE,FALSE,0
Persicaria arifolia,halberdleaf tearthumb,{85C1E403-008D-4605-B678-10F278B8E16E},Polygonaceae,Persicaria,Persicaria arifolia,Caryophyllales,PEAR13,Species,arifolia,NA,Polygonum arifolium,{85C1E403-008D-4605-B678-10F278B8E16E},FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,823782,823782,FALSE,5,9/17/2013,9/17/2013,FALSE,(L.) Haraldson,FALSE,FALSE,FALSE,0
Persicaria hydropiper,marshpepper knotweed,NA,Polygonaceae,Persicaria,Persicaria hydropiper,Caryophyllales,PEHY6,Species,hydropiper,NA,Polygonum hydropiper,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,518732,518732,FALSE,0,9/19/2013,9/19/2013,FALSE,(L.) Opiz,FALSE,FALSE,FALSE,0
Persicaria hydropiperoides,swamp smartweed,NA,Polygonaceae,Persicaria,Persicaria hydropiperoides,Caryophyllales,PEHY7,Species,hydropiperoides,NA,Polygonum hydropiperoides,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,518733,518733,FALSE,4,9/19/2013,9/19/2013,FALSE,(Michx.) Small,FALSE,FALSE,FALSE,0
Persicaria lapathifolia,curlytop knotweed,NA,Polygonaceae,Persicaria,Persicaria lapathifolia,Caryophyllales,PELA22,Species,lapathifolia,NA,Polygonum lapathifolium,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,518735,518735,FALSE,2,7/27/2020 14:33,7/27/2020 14:33,FALSE,(L.) Gray,FALSE,FALSE,FALSE,0
Persicaria longiseta,Oriental lady's thumb,NA,Polygonaceae,Persicaria,Persicaria longiseta,Caryophyllales,POCEL,Species,longiseta,NA,Polygonum cespitosum,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,823855,823855,FALSE,0,3/29/2016,3/29/2016,TRUE,(Bruijn) Kitag.,FALSE,FALSE,FALSE,0
Persicaria maculosa,spotted ladysthumb,NA,Polygonaceae,Persicaria,Persicaria maculosa,Caryophyllales,PEMA24,Species,maculosa,NA,Polygonum persicaria,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,823821,823821,FALSE,0,3/29/2016,3/29/2016,TRUE,Gray,FALSE,FALSE,FALSE,0
Persicaria pensylvanica,Pennsylvania knotweed,{85C1E403-008D-4605-B678-10F278B8E16E},Polygonaceae,Persicaria,Persicaria pensylvanica,Caryophyllales,PEPE19,Species,pensylvanica,NA,Polygonum pensylvanicum,{85C1E403-008D-4605-B678-10F278B8E16E},FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,518745,518745,FALSE,2,9/17/2013,9/17/2013,FALSE,(L.) M. G├│mez,FALSE,TRUE,FALSE,0
Persicaria perfoliata,mile-a-minute weed,{85C1E403-008D-4605-B678-10F278B8E16E},Polygonaceae,Persicaria,Persicaria perfoliata,Caryophyllales,PEPE35,Species,perfoliata,NA,NA,{85C1E403-008D-4605-B678-10F278B8E16E},FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,823774,823774,FALSE,0,12/17/2013,12/17/2013,TRUE,(L.) H. Gross,FALSE,FALSE,FALSE,0
Persicaria punctata,dotted smartweed,{85C1E403-008D-4605-B678-10F278B8E16E},Polygonaceae,Persicaria,Persicaria punctata,Caryophyllales,PEPU18,Species,punctata,NA,Polygonum punctatum,{85C1E403-008D-4605-B678-10F278B8E16E},FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,518749,518749,FALSE,5,9/17/2013,9/17/2013,FALSE,(Elliott) Small,FALSE,FALSE,FALSE,0
Persicaria sagittata,arrowleaf tearthumb,{85C1E403-008D-4605-B678-10F278B8E16E},Polygonaceae,Persicaria,Persicaria sagittata,Caryophyllales,PESA20,Species,sagittata,NA,Polygonum sagittatum,{85C1E403-008D-4605-B678-10F278B8E16E},FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,823786,823786,FALSE,4,9/17/2013,9/17/2013,FALSE,(L.) H. Gross,FALSE,FALSE,FALSE,0
Phalaris arundinacea,reed canary grass,NA,Poaceae,Phalaris,Phalaris arundinacea,Poales,PHAR3,Species,arundinacea,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41335,41335,FALSE,1,6/14/2012,10/21/2013,TRUE,L.,FALSE,FALSE,FALSE,-3
Phegopteris connectilis,northern beech fern,NA,Thelypteridaceae,Phegopteris,Phegopteris connectilis,Polypodiales,PHCO24,Species,connectilis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,504295,504295,FALSE,5,3/27/2014,3/27/2014,FALSE,(Michx.) Watt,FALSE,FALSE,FALSE,3
Phleum pratense,timothy,NA,Poaceae,Phleum,Phleum pratense,Poales,PHPR3,Species,pratense,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41062,41062,FALSE,0,6/14/2012,10/21/2013,FALSE,L.,FALSE,FALSE,FALSE,3
Phragmites australis,common reed,NA,Poaceae,Phragmites,Phragmites australis,Poales,PHAU7,Species,australis,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41072,41072,FALSE,0,6/14/2012,10/21/2013,TRUE,(Cav.) Trin. ex Steud.,FALSE,FALSE,FALSE,-3
Physocarpus opulifolius,common ninebark,NA,Rosaceae,Physocarpus,Physocarpus opulifolius,Rosales,PHOP,Species,opulifolius,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25282,25282,FALSE,0,6/14/2012,10/24/2013,FALSE,(L.) Maxim.,FALSE,FALSE,FALSE,-3
Picea,spruce,NA,Pinaceae,Picea,Picea,Pinales,PICEA,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,18033,18033,FALSE,4.3,6/14/2012,6/14/2012,FALSE,A. Dietr.,FALSE,FALSE,FALSE,NA
Picea glauca,white spruce,NA,Pinaceae,Picea,Picea glauca,Pinales,PIGL,Species,glauca,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,183295,183295,FALSE,3,6/14/2012,6/14/2012,FALSE,(Moench) Voss,FALSE,FALSE,FALSE,3
Picea mariana,black spruce,NA,Pinaceae,Picea,Picea mariana,Pinales,PIMA,Species,mariana,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,183302,183302,FALSE,6,6/14/2012,6/14/2012,FALSE,"""(Mill.) Britton",FALSE,FALSE,FALSE,-3
Picea rubens,red spruce,NA,Pinaceae,Picea,Picea rubens,Pinales,PIRU,Species,rubens,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,18034,18034,FALSE,4,6/14/2012,6/14/2012,FALSE,Sarg.,FALSE,FALSE,FALSE,3
Picea rubens x mariana,red x black spruce hybrid,NA,Pinaceae,Picea,Picea rubens x mariana,Pinales,NA,Species,rubens,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-9999999956,-9999999956,FALSE,5,3/30/2016,3/30/2016,FALSE,Undefined,FALSE,FALSE,FALSE,0
Pinus,pine,NA,Pinaceae,Pinus,Pinus,Pinales,PINUS,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,18035,18035,FALSE,5,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,NA
Pinus banksiana,jack pine,NA,Pinaceae,Pinus,Pinus banksiana,Pinales,PIBA2,Species,banksiana,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,183319,183319,FALSE,6,6/14/2012,6/14/2012,FALSE,Lamb.,FALSE,FALSE,FALSE,3
Pinus resinosa,red pine,NA,Pinaceae,Pinus,Pinus resinosa,Pinales,PIRE,Species,resinosa,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,183375,183375,FALSE,5,6/14/2012,6/14/2012,FALSE,Aiton,FALSE,FALSE,FALSE,3
Pinus rigida,pitch pine,NA,Pinaceae,Pinus,Pinus rigida,Pinales,PIRI,Species,rigida,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,183376,183376,FALSE,6,6/14/2012,6/14/2012,FALSE,Mill.,FALSE,FALSE,FALSE,3
Pinus strobus,eastern white pine,NA,Pinaceae,Pinus,Pinus strobus,Pinales,PIST,Species,strobus,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,183385,183385,FALSE,3,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,3
Piptatherum pungens,mountain ricegrass,{85C1E403-008D-4605-B678-10F278B8E16E},Poaceae,Piptatherum,Piptatherum pungens,Poales,PIPU7,Species,pungens,NA,Piptatheropsis pungens,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,565408,565408,FALSE,7,11/1/2012,10/21/2013,FALSE,(Torr.) Dorn,FALSE,FALSE,FALSE,0
